idade,iaa,ieg,ips,ipp,ida,mat,por,ing,ipv,media_notas,min_nota,max_nota,std_notas,anos_no_programa,media_indicadores,ratio_ida_ieg,ratio_ipv_ips,genero,instituicao,target
16,9.168,8.5,5.635,7.604166667,8.0,10.0,6.5,7.5,8.028333333,8.0,6.5,10.0,1.8027756377319946,3,7.8662666666,0.9410657569697684,1.4244736218949612,Feminino,Privada - Programa de Apadrinhamento,1
17,7.5,6.0634920633333325,6.26,7.25,3.3333333333333335,0.0,5.0,5.0,6.196,3.3333333333333335,0.0,5.0,2.886751345948129,1,5.870565079333334,0.549647571226464,0.9896182718415588,Feminino,Pública,1
21,,0.0,,,,,,,,,,,,3,0.0,,,Masculino,Privada,0
9,8.502,9.2954545455,6.26,7.5,9.75,10.0,9.5,,8.28,9.75,9.5,10.0,0.3535533905932738,1,8.4174909091,1.0487869275625665,1.3224724484906563,Masculino,Pública,1
11,8.502,10.0,7.51,7.96875,8.75,9.0,8.5,,8.1275,8.75,8.5,9.0,0.3535533905932738,2,8.5779,0.8749125087491252,1.0820796165623752,Masculino,Pública,0
16,8.334,9.111111111333335,5.005,7.5,5.666666666666667,5.0,6.0,6.0,8.545,5.666666666666667,5.0,6.0,0.5773502691896258,0,7.3323555556,0.6218829640497535,1.7069516580103874,Masculino,Pública,1
13,9.585,8.097577276666668,9.38,7.5,6.5,4.0,6.0,9.5,7.54,6.5,4.0,9.5,2.7838821814150108,2,8.220515455333334,0.8026101101396623,0.8037522652169278,Masculino,Pública,0
14,8.751,8.972709551666666,7.51,8.541666667,8.0,8.0,7.5,8.5,9.13,8.0,7.5,8.5,0.5,3,8.472741910333333,0.8914930836505823,1.2155505258953536,Masculino,Privada - Programa de Apadrinhamento,0
11,6.334,7.727272727000001,6.26,6.5625,6.5,7.0,6.0,,5.833333333,6.5,6.0,7.0,0.7071067811865476,2,6.530921212,0.8410676265721282,0.9316935526273757,Masculino,Pública,1
21,,0.0,,,,,,,,,,,,3,0.0,,,Masculino,Bolsista Universitário *Formado (a),0
12,8.002,7.055335968,5.63,6.875,7.5,6.0,9.0,,8.393333333,7.5,6.0,9.0,2.1213203435596424,1,7.3161338602,1.062874561813948,1.4905582193216123,Masculino,Pública,1
11,9.002,5.5335968375,7.51,6.71875,5.75,5.5,6.0,,5.7875,5.75,5.5,6.0,0.3535533905932738,2,6.7166193675,1.0389193953641793,0.7705365463986154,Masculino,Pública,1
12,8.418,9.25,6.885,8.125,6.5,6.0,7.0,,7.11,6.5,6.0,7.0,0.7071067811865476,0,7.632599999999999,0.7026267430548049,1.0325297705489398,Feminino,Pública,0
10,8.002,9.5,7.51,6.875,3.0,3.5,2.5,,6.08,3.0,2.5,3.5,0.7071067811865476,0,6.8184,0.3157562361856647,0.8094794301690853,Feminino,Pública,1
25,,0.0,,,,,,,,,,,,3,0.0,,,Masculino,Privada,0
17,6.666,7.111111111333334,6.26,6.875,2.1666666666666665,2.0,3.0,1.5,6.9175,2.1666666666666665,1.5,3.0,0.7637626158259733,0,5.8242555556,0.3046446593352608,1.1048554544002556,Feminino,Pública,1
14,8.751,9.028180354333333,8.135,7.875,7.666666666666667,8.5,7.0,7.5,7.0825,7.666666666666667,7.0,8.5,0.7637626158259734,2,8.132669404199998,0.8490988512581034,0.8705137659783678,Masculino,Pública,1
11,8.502,6.5151515155,7.51,6.666666667,7.5,7.0,8.0,,7.446666667,7.5,7.0,8.0,0.7071067811865476,0,7.494763636500001,1.1509861276490754,0.9914347845826121,Masculino,Pública,0
9,9.502,9.5227272725,7.51,8.125,8.25,9.5,7.0,,7.335,8.25,7.0,9.5,1.7677669529663689,1,8.4239454545,0.8662574813352837,0.9765677007056317,Masculino,Pública,1
16,9.585,9.546,7.1975,7.5,8.9,9.2,8.9,8.6,7.5,8.9,8.6,9.2,0.2999999999999998,3,8.5457,0.9322300199015399,1.0418837257762033,Feminino,Privada *Parcerias com Bolsa 100%,0
18,9.585,9.855072463666666,5.63,7.5,6.166666666666667,8.0,5.0,5.5,7.663333333,6.166666666666667,5.0,8.0,1.607275126832159,2,7.780014492666666,0.6256718068378059,1.360918723672527,Feminino,Pública,1
11,8.002,7.5438596495,7.51,7.5,8.5,10.0,7.0,,7.273333333,8.5,7.0,10.0,2.1213203435596424,1,7.765838596500001,1.1265948466732973,0.9683575200372786,Feminino,Pública,0
11,9.585,9.694444444333334,3.76,6.875,6.333333333333333,8.0,5.0,6.0,8.336666667,6.333333333333333,5.0,8.0,1.5275252316519465,2,7.541888888933333,0.6532277472885688,2.2166090579633075,Feminino,Pública,0
12,10.002,7.3484848485,7.51,7.5,6.5,5.0,8.0,,6.7425,6.5,5.0,8.0,2.1213203435596424,3,7.6205969697,0.8844157289917569,0.8976833976833977,Masculino,Pública,1
11,7.502,9.523809524,7.51,7.1875,7.0,7.0,7.0,,7.21,7.0,7.0,7.0,0.0,1,7.7491619048,0.7349228330878274,0.9599254426840633,Feminino,Pública,0
12,8.002,4.188311688500001,7.51,4.166666667,4.5,4.0,5.0,,2.996666667,4.5,4.0,5.0,0.7071067811865476,1,5.4393956711,1.0741621379838753,0.3989703990147783,Masculino,Pública,1
14,8.334,9.616228070333333,7.51,7.34375,3.3333333333333335,2.0,6.0,2.0,7.1625,3.3333333333333335,2.0,6.0,2.3094010767585034,2,7.191212280733332,0.3466002167106556,0.9536013846358673,Feminino,Pública,0
13,8.751,7.030620028333334,8.135,5.625,6.833333333333333,9.0,4.5,7.0,5.932,6.833333333333333,4.5,9.0,2.254624876411447,3,7.336390672333333,0.9718007096229573,0.7291052114060965,Feminino,Pública,0
11,9.002,9.3271221535,7.51,7.5,6.0,5.0,7.0,,6.883333333,6.0,5.0,7.0,1.4142135623730951,2,7.744491097300001,0.6432162766810192,0.9164336750099854,Masculino,Pública,0
15,8.334,7.230158729999999,7.51,8.645833333,7.5,5.0,9.5,8.0,8.643333333,7.5,5.0,9.5,2.29128784747792,1,7.843498412600001,1.0371781729648188,1.1507566679536678,Masculino,Pública,1
9,9.502,9.109730849,7.51,9.375,8.5,9.0,8.0,,9.005,8.5,8.0,9.0,0.7071067811865476,0,8.725346169800002,0.9329657676072131,1.1989082678737852,Masculino,Pública,0
11,8.502,9.347826087,7.51,8.28125,8.0,8.0,8.0,,7.92,8.0,8.0,8.0,0.0,0,8.2559652174,0.8557224110869269,1.0544534682465716,Feminino,Pública,1
9,8.502,9.7368421055,7.51,7.8125,8.0,8.0,8.0,,7.5,8.0,8.0,8.0,0.0,1,8.249768421099999,0.8215372475059486,0.998535481294102,Masculino,Pública,1
14,8.751,4.547899159666667,8.135,7.5,1.6666666666666667,1.0,2.0,2.0,6.383333333,1.6666666666666667,1.0,2.0,0.5773502691896257,1,5.896779831866667,0.3663890115314836,0.7845788265732548,Feminino,Pública,1
10,10.002,10.0,7.51,8.4375,9.5,9.0,10.0,,8.42,9.5,9.0,10.0,0.7071067811865476,1,9.086400000000001,0.9499050094990501,1.1210225003328451,Feminino,Pública,1
16,8.334,10.0,7.51,8.333333333,9.666666666666666,10.0,9.0,10.0,7.89,9.666666666666666,9.0,10.0,0.5773502691896257,0,8.680133333333334,0.9665700096657001,1.0504593263213953,Feminino,Pública,1
12,8.502,9.5652173915,6.26,6.666666667,7.75,8.0,7.5,,6.333333333,7.75,7.5,8.0,0.3535533905932738,0,7.682110144899999,0.8101425759868486,1.011553,Feminino,Privada,1
14,8.751,8.696741854666667,6.26,7.96875,8.166666666666666,9.5,5.0,10.0,9.004,8.166666666666666,5.0,10.0,2.753785273643051,3,8.175681704266665,0.9389410266625631,1.438108928286216,Masculino,Privada - Programa de Apadrinhamento,0
13,9.168,8.600288600333334,7.51,7.875,5.833333333333333,1.0,8.0,8.5,8.47,5.833333333333333,1.0,8.5,4.193248541803041,3,7.916324386733334,0.678192955077367,1.1276794035414726,Masculino,Pública,0
14,8.502,5.0,7.51,7.5,0.0,0.0,0.0,,6.8725,0.0,0.0,0.0,0.0,0,5.5769,0.0,0.9149913460258288,Masculino,Pública,1
16,7.5,9.431042884999998,7.51,7.96875,8.5,10.0,7.5,8.0,7.893333333,8.5,7.5,10.0,1.3228756555322954,3,8.1668752436,0.90118334952842,1.0509031198242578,Feminino,Privada - Programa de Apadrinhamento,0
13,7.502,5.983436853,5.625,6.5625,6.75,7.0,6.5,,6.04,6.75,6.5,7.0,0.3535533905932738,3,6.3800873706,1.1279256788575225,1.0735869178812656,Masculino,Pública,1
9,8.002,9.4949494945,7.51,6.875,8.5,8.5,8.5,,8.336666667,8.5,8.5,8.5,0.0,0,8.368723232299999,0.8951184928819548,1.1099276616961788,Feminino,Pública,1
13,9.168,8.633333333333333,6.88,8.25,8.166666666666666,9.0,7.0,8.5,7.736,8.166666666666666,7.0,9.0,1.0408329997330665,0,8.1168,0.9458363896073815,1.1242551954657753,Masculino,Pública,0
15,10.002,6.775210084333334,7.51,7.65625,4.0,5.0,3.0,4.0,7.7925,4.0,3.0,5.0,1.0,0,7.2159420168666655,0.590300470354076,1.037478365064572,Feminino,Pública,1
10,7.502,9.347826087,7.51,7.916666667,7.75,6.5,9.0,,7.92,7.75,6.5,9.0,1.7677669529663689,1,8.0059652174,0.8289810857404605,1.0544534682465716,Feminino,Pública,1
23,,0.0,,,,,,,,,,,,3,0.0,,,Masculino,Privada,0
13,7.917,6.585769980666666,7.51,6.5625,5.166666666666667,6.0,7.0,2.5,5.83,5.166666666666667,2.5,7.0,2.362907813126304,3,6.601887329466668,0.7844006518873053,0.7761949141259487,Masculino,Pública,0
16,9.168,10.0,7.51,7.75,6.666666666666667,9.0,6.0,5.0,8.066,6.666666666666667,5.0,9.0,2.0816659994661326,0,8.282133333333332,0.6666000066660002,1.0738916256157636,Masculino,Pública,0
9,9.002,9.047619048,7.51,9.166666667,5.25,5.5,5.0,,8.085,5.25,5.0,5.5,0.3535533905932738,2,7.7789238096,0.5801990306090297,1.076421248835042,Feminino,Pública,0
11,8.502,5.277777778,7.51,7.708333333,6.0,8.0,4.0,,7.415,6.0,4.0,8.0,2.8284271247461903,0,6.9409555556,1.136626744358474,0.9872187458394355,Masculino,Pública,1
15,8.334,8.069444444333334,6.255,6.666666667,4.5,7.0,2.0,4.5,6.666666667,4.5,2.0,7.0,2.5,0,6.765022222266666,0.5575901093228735,1.0656436488171355,Masculino,Pública,1
11,9.502,10.0,8.13,8.333333333,7.5,6.0,9.0,,9.45,7.5,6.0,9.0,2.1213203435596424,2,8.916400000000001,0.7499250074992501,1.16221866929037,Masculino,Pública,0
18,,0.0,,,,,,,,,,,,3,0.0,,,Masculino,Privada *Parcerias com Bolsa 100%,0
12,8.502,10.0,7.51,7.8125,9.25,9.0,9.5,,8.4975,9.25,9.0,9.5,0.3535533905932738,2,8.751900000000001,0.9249075092490752,1.1313407003062177,Feminino,Pública,0
12,8.002,8.2976190475,7.51,7.5,3.75,2.0,5.5,,7.273333333,3.75,2.0,5.5,2.4748737341529163,0,6.9665904761,0.45188241302987714,0.9683575200372786,Masculino,Pública,1
15,9.585,8.011695906666667,7.51,7.03125,3.3333333333333335,3.5,4.0,2.5,6.4975,3.3333333333333335,2.5,4.0,0.7637626158259733,3,6.987505848,0.4160064692533704,0.8650645719611236,Feminino,Pública,0
9,8.502,9.4590643275,7.51,6.25,6.25,6.0,6.5,,6.83,6.25,6.0,6.5,0.3535533905932738,1,7.7102128655,0.6606720402346017,0.9093329782984956,Masculino,Pública,1
20,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada,0
15,9.168,7.851461988333334,8.76,7.1875,4.333333333333333,3.0,3.5,6.5,7.1175,4.333333333333333,3.0,6.5,1.8929694486000912,2,7.4460590643333315,0.5518439108360552,0.8124072594452688,Feminino,Pública,1
9,9.502,10.0,7.51,7.8125,7.75,7.5,8.0,,7.836666667,7.75,7.5,8.0,0.3535533905932738,0,8.519733333400001,0.7749225077492251,1.0433586296099056,Feminino,Pública,0
16,10.002,9.0,6.885,7.5,7.066666666666666,7.3,7.8,6.1,7.5,7.066666666666666,6.1,7.8,0.8736894948054106,3,8.090733333333333,0.7850979520793986,1.0891664246296835,Feminino,Privada *Parcerias com Bolsa 100%,0
8,8.502,10.0,6.885,5.0,8.75,10.0,7.5,,5.33,8.75,7.5,10.0,1.7677669529663689,0,7.8934,0.8749125087491252,0.7740342724368283,Feminino,Pública,1
8,10.002,9.5227272725,2.51,7.5,7.5,7.0,8.0,,8.28,7.5,7.0,8.0,0.7071067811865476,0,7.5629454545,0.7875068012138943,3.2974910394265233,Feminino,Pública,0
12,9.168,9.523809523666666,2.51,8.4375,7.333333333333333,6.0,7.5,8.5,8.1675,7.333333333333333,6.0,8.5,1.2583057392117918,1,7.340528571399998,0.7699191584999064,3.2526881720430114,Feminino,Pública,0
17,8.751,9.514316093333333,5.635,7.65625,9.333333333333334,9.0,9.0,10.0,8.304,9.333333333333334,9.0,10.0,0.5773502691896257,2,8.307529885333334,0.9808747541106385,1.4733853797019163,Feminino,Pública,1
7,9.502,9.7916666665,5.005,7.5,8.25,8.0,8.5,,8.42,8.25,8.0,8.5,0.3535533905932738,0,8.193733333299999,0.8424671523051683,1.6819816220535357,Feminino,Pública,0
11,8.002,9.523809524,7.51,8.4375,9.0,9.5,8.5,,7.89,9.0,8.5,9.5,0.7071067811865476,3,8.3851619048,0.9449007853986351,1.0504593263213953,Masculino,Pública,0
16,0.0,5.0694444443333335,7.51,7.5,2.5,0.0,7.5,0.0,7.028,2.5,0.0,7.5,4.330127018922194,0,4.421488888866667,0.49305342508859734,0.9356943150046597,Masculino,Pública,1
10,9.502,7.833333333500001,7.51,7.1875,7.5,7.5,7.5,,6.165,7.5,7.5,7.5,0.0,0,7.7020666667,0.9573245968396092,0.8207961656237518,Masculino,Pública,0
12,7.5,7.722222222333333,8.13,8.90625,8.666666666666666,8.5,8.0,9.5,8.8825,8.666666666666666,8.0,9.5,0.7637626158259733,1,8.180277777799999,1.122156842982604,1.0924240560816627,Masculino,Pública,0
14,7.917,8.904455179666668,8.135,6.875,5.0,6.5,4.5,4.0,6.87,5.0,4.0,6.5,1.3228756555322954,3,7.365291035933334,0.561453614568318,0.8443952802359883,Feminino,Pública,0
21,,0.0,,,,,,,,,,,,3,0.0,,,Masculino,Bolsista Universitário *Formado (a),0
9,8.002,8.8141025645,7.51,8.75,8.0,6.0,10.0,,8.45,8.0,6.0,10.0,2.8284271247461903,0,8.155220512899998,0.9075333998060823,1.1250166422580214,Masculino,Pública,0
16,7.5,6.574494949666668,7.51,7.5,6.5,5.0,5.5,9.0,7.11,6.5,5.0,9.0,2.179449471770337,0,7.038898989933334,0.9885187426582245,0.9466116362668087,Masculino,Pública,1
18,7.917,9.460317460333334,7.51,7.8125,7.5,8.0,5.5,9.0,7.636,7.5,5.5,9.0,1.8027756377319946,0,8.004663492066667,0.792701442631412,1.0166422580215684,Feminino,Concluiu o 3º EM,1
12,7.5,4.851851851666666,7.51,7.291666667,5.333333333333333,5.0,6.0,5.0,6.883333333,5.333333333333333,5.0,6.0,0.5773502691896258,2,6.415703703599999,1.0990101277255455,0.9164336750099854,Masculino,Pública,0
18,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada - Programa de Apadrinhamento,0
11,9.502,6.439393939,7.51,7.34375,2.75,5.5,0.0,,6.25,2.75,0.0,5.5,3.8890872965260113,2,6.4902787877999994,0.42699251412980993,0.8321129010784183,Masculino,Pública,1
9,9.002,7.619047619,7.51,5.625,4.5,4.0,5.0,,4.58,4.5,4.0,5.0,0.7071067811865476,1,6.6422095238,0.5905474906455437,0.609772333910265,Masculino,Pública,1
8,8.502,7.708333333500001,5.01,6.875,8.0,8.0,8.0,,7.33,8.0,8.0,8.0,0.0,1,7.3100666667,1.0377032168575382,1.4627818798642984,Feminino,Pública,1
9,9.502,9.5,7.51,7.5,8.25,10.0,6.5,,7.89,8.25,6.5,10.0,2.4748737341529163,0,8.5304,0.8683296495105779,1.0504593263213953,Masculino,Pública,1
15,7.917,5.2929755216666665,6.885,8.375,4.666666666666667,8.0,0.0,6.0,7.604,4.666666666666667,0.0,8.0,4.163331998932266,0,6.473128437666668,0.8815051462870179,1.1042695323845484,Feminino,Pública,1
9,9.002,9.532608695499999,6.88,6.875,8.25,10.0,6.5,,7.33,8.25,6.5,10.0,2.4748737341529163,1,8.198921739099998,0.8653596202132903,1.0652521435837814,Feminino,Pública,1
9,8.002,7.5,7.51,8.125,6.75,8.0,5.5,,7.335,6.75,5.5,8.0,1.7677669529663689,0,7.4194,0.8998800159978669,0.9765677007056317,Masculino,Pública,1
11,9.502,7.5,7.51,8.125,4.75,0.0,9.5,,7.7475,4.75,0.0,9.5,6.7175144212722016,0,7.4019,0.633248900146647,1.0314871521768072,Feminino,Pública,1
23,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada,0
13,9.168,10.0,7.51,7.96875,8.0,9.0,7.0,,7.835,8.0,7.0,9.0,1.4142135623730951,0,8.5026,0.7999200079992002,1.0431367327919052,Masculino,Pública,0
11,7.502,9.2355889725,7.51,8.75,7.25,6.5,8.0,,8.003333333,7.25,6.5,8.0,1.0606601717798212,2,7.900184461099999,0.784921795436102,1.0655483068832379,Masculino,Pública,0
10,9.502,9.5,7.51,7.916666667,7.25,6.5,8.0,,7.5,7.25,6.5,8.0,1.0606601717798212,0,8.2524,0.763077570782023,0.998535481294102,Feminino,Pública,1
7,9.168,7.380952381,5.01,6.25,4.0,4.0,4.0,,6.17,4.0,4.0,4.0,0.0,0,6.3457904761999995,0.5418620702966574,1.2312911594492117,Feminino,Pública,0
17,8.751,8.425925926,6.26,7.25,5.666666666666667,5.0,2.0,10.0,6.03,5.666666666666667,2.0,10.0,4.041451884327381,0,7.026718518533333,0.6724476655458699,0.9631049353138477,Feminino,Pública,1
12,9.168,9.866666666666667,7.51,8.333333333,7.0,7.0,5.5,8.5,7.553333333,7.0,5.5,8.5,1.5,2,8.219599999933333,0.7093875620714117,1.0056361780055918,Masculino,Pública,0
16,8.334,9.741666667,6.5725,7.5,6.8999999999999995,6.5,8.15,6.05,7.5,6.8999999999999995,6.05,8.15,1.1056672193747994,3,7.809633333399999,0.7082249897116386,1.1409447022134327,Masculino,Privada *Parcerias com Bolsa 100%,0
17,9.585,8.751803751666666,7.51,7.708333333,5.833333333333333,7.5,5.0,5.0,7.443333333,5.833333333333333,5.0,7.5,1.4433756729740643,3,7.824694083599999,0.666453115919865,0.9909909909466116,Masculino,Pública,1
9,10.002,9.0833333335,7.51,6.875,7.0,10.0,4.0,,6.66,7.0,4.0,10.0,4.242640687119285,0,8.0510666667,0.7705573698167072,0.8866995073891626,Masculino,Pública,1
13,8.334,7.777033492666668,8.125,7.03125,6.333333333333333,5.5,6.5,7.0,6.5425,6.333333333333333,5.5,7.0,0.7637626158259734,3,7.4223733651999995,0.8142589433826126,0.805131676101403,Feminino,Pública,0
8,9.502,9.761904762,2.51,7.5,9.25,10.0,8.5,,6.833333333,9.25,8.5,10.0,1.0606601717798212,0,7.571447619,0.9474639183210748,2.721359352050976,Masculino,Pública,1
18,,0.0,,,,,,,,,,,,3,0.0,,,Masculino,Concluiu o 3º EM,0
10,10.002,7.784679089,7.51,8.4375,9.0,8.0,10.0,,8.503333333,9.0,8.0,10.0,1.4142135623730951,2,8.5600024844,1.1559685285148285,1.1321173389695114,Masculino,Pública,0
12,7.418,8.75,7.51,8.75,5.75,5.0,6.5,,7.833333333,5.75,5.0,6.5,1.0606601717798212,0,7.452266666599999,0.6570677636841504,1.0429148359739049,Masculino,Pública,1
16,7.917,7.699561403666666,7.51,7.34375,2.8333333333333335,3.5,1.5,3.5,6.4125,2.8333333333333335,1.5,3.5,1.1547005383792515,3,6.474478947399999,0.3679385417255715,0.8537478365064571,Feminino,Pública,1
17,9.168,8.958333333333334,6.26,7.5,7.333333333333333,5.0,7.5,9.5,6.7475,7.333333333333333,5.0,9.5,2.254624876411447,2,7.693433333333333,0.8185132822382617,1.0777032422935633,Feminino,Pública,1
12,8.334,6.152715121333333,7.51,7.5,4.666666666666667,5.0,3.0,6.0,7.04,4.666666666666667,3.0,6.0,1.5275252316519465,1,6.7406763576,0.7583494807045169,0.9372919717747303,Masculino,Pública,0
16,7.501,6.304873294333333,8.135,7.375,3.1666666666666665,1.0,3.5,5.0,6.966,3.1666666666666665,1.0,5.0,2.0207259421636903,0,6.4147079922,0.5021773383097212,0.8561946902654868,Feminino,Pública,1
8,10.002,5.833333333500001,6.255,6.25,5.5,7.0,4.0,,5.383333333,5.5,4.0,7.0,2.1213203435596424,0,6.594733333300001,0.9426955378808576,0.8605072463235295,Masculino,Pública,0
9,10.002,10.0,9.38,8.75,7.5,8.0,7.0,,7.83,7.5,7.0,8.0,0.7071067811865476,1,8.942400000000001,0.7499250074992501,0.8346658138791173,Feminino,Pública,1
11,8.502,5.9166666665,7.51,6.666666667,4.25,4.5,4.0,,6.713333333,4.25,4.0,4.5,0.3535533905932738,2,6.5783999999,0.7181884752075195,0.8938002041006523,Masculino,Pública,0
14,8.334,10.0,6.26,8.125,9.666666666666666,10.0,9.0,10.0,8.726666667,9.666666666666666,9.0,10.0,0.5773502691896257,3,8.597466666733334,0.9665700096657001,1.3938135548634403,Feminino,Privada - Programa de Apadrinhamento,0
10,6.418,10.0,7.51,7.5,7.5,9.0,6.0,,8.616666667,7.5,6.0,9.0,2.1213203435596424,1,8.0089333334,0.7499250074992501,1.1472063196644922,Masculino,Pública,1
12,9.168,8.6630434785,7.51,7.96875,8.25,7.0,9.5,,7.915,8.25,7.0,9.5,1.7677669529663689,2,8.3012086957,0.952211288005715,1.053787777925709,Masculino,Pública,1
22,,0.0,,,,,,,,,,,,3,0.0,,,Masculino,Privada,0
13,9.502,7.5252525255,7.51,8.75,3.75,3.0,4.5,,6.943333333,3.75,3.0,4.5,1.0606601717798212,0,7.0461171717,0.4982559364430669,0.9244219588603382,Masculino,Pública,1
21,,0.0,,,,,,,,,,,,3,0.0,,,Feminino,Privada,0
10,9.002,9.7727272725,7.51,8.333333333,7.0,7.0,7.0,,7.22,7.0,7.0,7.0,0.0,1,8.1009454545,0.7162057836108913,0.9612568233257888,Feminino,Pública,1
12,7.5,7.1000000000000005,7.51,6.71875,4.666666666666667,4.0,4.0,6.0,5.6175,4.666666666666667,4.0,6.0,1.1547005383792517,1,6.478833333333332,0.6571844341172605,0.7479030754892824,Masculino,Pública,0
16,9.585,5.414731682,5.635,3.5,1.0,0.0,2.0,1.0,3.545,1.0,0.0,2.0,1.0,2,5.0359463364,0.1846472570499847,0.6289921930447125,Masculino,Pública,1
9,9.002,9.0692640695,7.51,7.708333333,7.5,8.0,7.0,,7.835,7.5,7.0,8.0,0.7071067811865476,1,8.183252813900001,0.8268778000874056,1.0431367327919052,Masculino,Pública,0
11,9.002,3.054347826,6.885,7.1875,4.25,5.0,3.5,,5.053333333,4.25,3.5,5.0,1.0606601717798212,2,5.6489362318,1.3910036572052142,0.7338561331687482,Masculino,Pública,0
13,8.751,6.921693121666666,6.26,7.25,4.333333333333333,2.5,5.5,5.0,8.464,4.333333333333333,2.5,5.5,1.607275126832159,3,6.9460052910000005,0.6259606279196246,1.3518607251237822,Feminino,Pública,0
9,9.002,4.1666666665,3.76,5.0,7.5,8.0,7.0,,4.173333333,7.5,7.0,8.0,0.7071067811865476,0,5.720399999900001,1.7995681037270879,1.109633962509971,Masculino,Pública,1
16,8.334,6.581140350999999,7.51,7.34375,5.333333333333333,4.5,1.5,10.0,6.5375,5.333333333333333,1.5,10.0,4.310839052125854,1,6.859194736866665,0.8102734139546356,0.8703900945280255,Feminino,Pública,1
13,9.002,10.0,7.51,7.1875,9.0,8.0,10.0,,7.833333333,9.0,8.0,10.0,1.4142135623730951,2,8.6690666666,0.8999100089991001,1.0429148359739049,Masculino,Pública,1
10,8.002,7.5689223055,7.51,6.25,5.0,5.0,5.0,,5.16,5.0,5.0,5.0,0.0,0,6.648184461100001,0.6605087606205947,0.6869924111303422,Masculino,Pública,1
15,8.751,6.125925926,8.755,6.25,3.1666666666666665,2.0,5.0,2.5,5.495,3.1666666666666665,2.0,5.0,1.6072751268321592,1,6.458718518533334,0.5168442878065026,0.6275696665143902,Feminino,Pública,1
18,7.083,8.555555555666666,6.885,7.5,7.666666666666667,9.0,7.0,7.0,6.26,7.666666666666667,7.0,9.0,1.1547005383792517,1,7.290044444466668,0.8959991689166722,0.9090909090909091,Feminino,Concluiu o 3º EM,1
9,8.002,10.0,7.51,8.125,8.75,10.0,7.5,,7.92,8.75,7.5,10.0,1.7677669529663689,1,8.4364,0.8749125087491252,1.0544534682465716,Masculino,Pública,0
9,10.002,9.1007905135,5.635,8.125,8.25,8.0,8.5,,7.893333333,8.25,8.0,8.5,0.3535533905932738,1,8.176224769300001,0.9064150606150951,1.4005204636266857,Masculino,Pública,0
12,8.751,9.861111111,7.51,7.083333333,5.333333333333333,5.0,4.5,6.5,7.22,5.333333333333333,4.5,6.5,1.0408329997330665,1,7.735088888866666,0.5407902297292758,0.9612568233257888,Masculino,Pública,0
9,9.502,10.0,6.26,5.833333333,7.0,7.0,7.0,,6.333333333,7.0,7.0,7.0,0.0,2,7.8190666665999995,0.6999300069993001,1.011553,Feminino,Pública,0
9,7.918,8.5833333335,2.51,7.5,8.5,8.0,9.0,,6.83,8.5,8.0,9.0,0.7071067811865476,1,6.868266666699999,0.9901759018174547,2.7200318598168063,Masculino,Pública,1
8,9.002,5.6937799039999994,2.51,5.0,7.75,8.0,7.5,,4.72,7.75,7.5,8.0,0.3535533905932738,1,5.935155980799999,1.360895439445591,1.8797291915571488,Masculino,Pública,1
10,8.502,8.8562091505,7.51,9.166666667,8.0,7.0,9.0,,8.085,8.0,7.0,9.0,1.4142135623730951,0,8.1906418301,0.9032190460974258,1.076421248835042,Masculino,Pública,1
10,9.002,8.7954545455,6.885,7.5,8.75,8.0,9.5,,7.25,8.75,8.0,9.5,1.0606601717798212,1,8.1364909091,0.9947189466779244,1.0528608771420274,Feminino,Pública,1
9,9.502,9.023809524,7.51,6.875,7.0,7.5,6.5,,8.0,7.0,6.5,7.5,0.7071067811865476,1,8.2071619048,0.7756396388626983,1.0651045133803754,Feminino,Pública,1
12,8.002,7.628205128,7.51,7.8125,5.25,3.5,7.0,,7.39,5.25,3.5,7.0,2.4748737341529163,0,7.1560410255999995,0.6881450835201609,0.9838902942351218,Feminino,Pública,1
8,9.502,9.5,6.26,6.875,6.5,6.0,7.0,,7.5,6.5,6.0,7.0,0.7071067811865476,1,7.8524,0.6841385117356068,1.1978917105893627,Feminino,Pública,1
17,7.083,8.361426442,7.51,7.5,4.5,2.0,2.5,9.0,5.886666667,4.5,2.0,9.0,3.905124837953327,0,6.6682186217999995,0.5381213253367353,0.7837394044734389,Masculino,Pública,1
10,9.502,8.333333332999999,7.51,7.96875,7.25,7.5,7.0,,7.1675,7.25,7.0,7.5,0.3535533905932738,1,7.952566666600001,0.8698956125612887,0.9542670749567301,Masculino,Pública,1
7,8.002,5.051759834,2.51,5.3125,7.0,8.0,6.0,,4.61,7.0,6.0,8.0,1.4142135623730951,0,5.4347519668,1.3853815004024193,1.8359219434488256,Masculino,Pública,0
12,8.751,9.390476190333333,8.13,5.9375,9.333333333333334,10.0,8.0,10.0,7.07,9.333333333333334,8.0,10.0,1.1547005383792517,1,8.534961904733333,0.9938089757327134,0.8695117451727955,Masculino,Pública,0
14,8.751,9.673046251999999,6.885,8.0,7.666666666666667,6.5,7.5,9.0,7.766,7.666666666666667,6.5,9.0,1.2583057392117918,3,8.148342583733331,0.7924984506955062,1.1277955271565494,Feminino,Pública,0
